CaseID,Duration,B2,B7_a,B7_b,D1A,D1E,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h
9460,1099,just getting by,excellent,excellent,yes,yes,no,no,no,no,yes,no,no,no
9461,1805,living comfortably,good,excellent,yes,no,no,no,yes,no,no,no,no,no
9462,799,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
9463,2401,just getting by,only fair,only fair,yes,yes,no,no,yes,no,yes,no,yes,no
9464,881,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9465,1613,just getting by,good,excellent,yes,yes,no,no,yes,no,no,no,no,no
9466,1369,doing okay,good,only fair,no,no,yes,no,no,no,no,no,no,no
9467,2700,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9468,1446,doing okay,good,only fair,yes,yes,no,yes,no,no,no,no,no,no
9469,1182,doing okay,only fair,good,yes,no,no,yes,no,no,no,no,no,no
9470,3930,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9471,465,doing okay,good,good,yes,yes,no,no,no,no,yes,no,no,no
9472,731,doing okay,good,good,yes,no,yes,yes,no,no,no,no,no,no
9473,774,doing okay,only fair,only fair,yes,no,no,no,no,no,yes,no,no,no
9474,715,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9475,1075,doing okay,good,only fair,yes,no,no,no,no,yes,no,no,no,no
9476,773,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9477,1534,doing okay,excellent,excellent,yes,yes,no,no,yes,no,no,no,no,no
9478,2658,just getting by,good,good,no,yes,no,no,no,no,no,no,yes,no
9479,788,living comfortably,only fair,excellent,yes,no,yes,no,yes,no,no,no,no,no
9480,2293,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9481,1515,finding it difficult to get by,only fair,good,no,yes,no,no,yes,no,no,no,no,no
9482,1247,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9483,732,doing okay,good,only fair,no,no,yes,no,no,no,no,no,no,no
9484,6195,finding it difficult to get by,poor,poor,yes,yes,no,no,no,no,no,no,no,yes
9485,1177,doing okay,only fair,only fair,yes,no,no,no,no,no,no,no,yes,no
9486,2157,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9487,1035,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9488,2429,just getting by,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
9489,1978,just getting by,excellent,good,no,no,no,no,no,no,no,no,no,yes
9490,1584,finding it difficult to get by,only fair,only fair,no,yes,no,yes,no,no,no,no,no,no
9491,818,living comfortably,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
9492,1214,doing okay,good,good,yes,yes,no,no,yes,no,no,no,yes,no
9493,9515,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9494,619,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
9495,34981,just getting by,poor,poor,no,yes,no,no,no,no,yes,no,no,no
9496,2680,just getting by,only fair,only fair,yes,yes,no,no,yes,no,yes,no,yes,no
9497,1082,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9498,4027,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9499,1018,just getting by,only fair,only fair,no,yes,no,no,no,no,no,no,no,yes
9500,1027,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
9501,1745,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9502,1456,just getting by,good,only fair,no,no,no,no,no,no,yes,no,no,no
9503,1595,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9504,660,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9505,1707,just getting by,good,good,no,no,no,no,yes,no,no,no,no,no
9506,1397,living comfortably,good,excellent,yes,no,yes,no,no,yes,no,no,no,no
9507,1292,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9508,1080,just getting by,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9509,2150,finding it difficult to get by,poor,poor,yes,yes,no,no,no,no,no,no,no,yes
9510,2593,living comfortably,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
9511,789,doing okay,only fair,only fair,yes,yes,no,no,no,no,yes,no,yes,yes
9512,1057,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
9513,937,doing okay,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
9514,1257,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9515,2639,living comfortably,excellent,good,no,yes,yes,no,yes,no,no,no,no,no
9516,1739,finding it difficult to get by,only fair,good,no,yes,no,yes,no,no,no,no,no,no
9517,1282,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9518,1374,doing okay,good,good,no,no,yes,no,yes,no,no,no,no,no
9519,757,living comfortably,excellent,excellent,no,no,yes,no,yes,no,no,no,no,no
9520,1957,doing okay,good,good,yes,yes,no,yes,no,no,no,no,no,no
9521,597,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
9522,564,finding it difficult to get by,poor,poor,no,no,no,no,no,no,no,no,no,yes
9523,1582,just getting by,only fair,good,no,yes,no,no,no,no,yes,no,yes,no
9524,717,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9525,1753,doing okay,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
9526,1392,finding it difficult to get by,good,only fair,no,yes,yes,no,no,no,no,no,no,no
9527,711,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
9528,958,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9529,1210,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9530,1535,doing okay,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
9531,823,doing okay,good,poor,yes,no,no,no,yes,no,no,no,no,no
9532,991,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9533,591,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9534,1502,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9535,1848,doing okay,good,good,no,yes,no,yes,no,no,no,no,no,no
9536,811,living comfortably,only fair,good,yes,no,yes,no,no,no,no,no,no,no
9537,1707,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9538,685,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9539,1226,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9540,1679,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9541,1361,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
9542,931,doing okay,good,only fair,no,yes,,,,,,,,
9543,39926,doing okay,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
9544,1523,just getting by,only fair,only fair,no,no,no,yes,no,no,no,no,no,no
9545,1390,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9546,677,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9547,890,just getting by,poor,poor,no,yes,no,no,no,no,yes,no,no,no
9548,1299,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
9549,1469,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
9550,1687,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9551,1162,living comfortably,only fair,good,no,no,yes,no,no,no,no,no,no,no
9552,1423,just getting by,only fair,good,no,yes,no,no,no,no,yes,no,no,yes
9553,10236,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9554,1864,just getting by,excellent,excellent,yes,yes,no,no,no,no,no,no,no,yes
9555,1201,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9556,5540,doing okay,good,good,no,no,no,no,no,no,yes,no,no,no
9557,2899,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
9558,1268,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9559,1567,doing okay,only fair,good,yes,no,yes,no,no,no,no,no,no,no
9560,48605,doing okay,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
9561,1132,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
9562,1375,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
9563,1745,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
9564,1452,doing okay,only fair,good,yes,no,no,yes,no,no,no,no,no,no
9565,1428,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9566,990,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9567,931,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9568,324395,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9569,4097,finding it difficult to get by,only fair,good,no,yes,no,no,no,no,yes,no,yes,yes
9570,1429,finding it difficult to get by,poor,poor,yes,no,no,yes,no,no,no,no,no,no
9571,1507,just getting by,poor,only fair,yes,no,no,no,no,no,yes,no,yes,no
9572,777,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
9573,1496,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9574,15318,just getting by,good,only fair,yes,no,no,no,no,no,no,yes,no,no
9575,1638,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9576,1429,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9577,1437,doing okay,only fair,good,yes,no,no,yes,yes,no,no,no,no,no
9578,557,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9579,611,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
9580,1206,finding it difficult to get by,good,good,no,no,no,no,no,no,no,no,no,yes
9581,732,just getting by,poor,only fair,yes,no,no,no,yes,no,no,no,no,no
9582,627,just getting by,good,only fair,no,yes,no,no,no,no,yes,no,yes,no
9583,6405,finding it difficult to get by,good,good,yes,yes,no,no,no,no,yes,no,no,no
9584,626,living comfortably,excellent,good,no,no,no,no,yes,no,no,no,no,no
9585,3560,living comfortably,excellent,only fair,yes,no,yes,no,no,no,no,no,no,no
9586,625,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
9587,1558,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9588,594,just getting by,good,only fair,yes,yes,no,no,no,no,no,no,no,yes
9589,661,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9590,906,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9591,1022,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9592,1216,finding it difficult to get by,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
9593,1906,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9594,992,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
9595,4162,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9596,897,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
9597,1100,just getting by,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9598,900,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9599,735,just getting by,good,good,yes,yes,no,yes,yes,no,yes,no,no,no
9600,904,finding it difficult to get by,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
9601,950,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9602,2950,doing okay,good,good,yes,yes,no,no,no,no,no,yes,no,no
9603,787,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9604,1794,doing okay,good,good,yes,no,yes,yes,yes,no,no,no,no,no
9605,660,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9606,4135,just getting by,only fair,poor,yes,yes,yes,no,no,no,no,no,no,no
9607,925,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
9608,1278,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9609,1069,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9610,978,just getting by,only fair,only fair,yes,yes,yes,no,yes,no,no,no,no,no
9611,1191,doing okay,only fair,good,yes,no,no,yes,no,no,no,no,no,no
9612,154809,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
9613,1491,doing okay,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
9614,1762,finding it difficult to get by,poor,poor,no,yes,no,no,no,no,no,no,no,yes
9615,1258,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,yes,no
9616,959,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9617,319421,finding it difficult to get by,excellent,good,yes,no,no,yes,no,no,yes,no,yes,no
9618,1202,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
9619,1599,finding it difficult to get by,good,good,yes,yes,no,no,no,no,no,no,no,yes
9620,885,doing okay,poor,poor,yes,yes,no,no,yes,no,no,no,no,no
9621,2233,doing okay,only fair,good,yes,yes,yes,no,no,no,no,no,no,no
9622,951,just getting by,poor,only fair,yes,no,yes,no,no,no,no,no,no,no
9623,817,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9624,718,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9625,1495,doing okay,only fair,good,yes,no,yes,no,yes,no,no,no,no,no
9626,1773,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,yes
9627,812,doing okay,good,good,yes,yes,yes,no,no,no,no,no,no,no
9628,1418,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9629,828,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
9630,1589,doing okay,,,yes,yes,no,no,yes,no,no,no,no,no
9631,938,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9632,2556,doing okay,good,excellent,yes,yes,no,yes,no,no,no,no,no,no
9633,2863,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
9634,2924,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
9635,920,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9636,659,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9637,14158,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9638,1501,just getting by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
9639,753,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
9640,1426,just getting by,only fair,only fair,yes,no,no,yes,no,yes,no,yes,no,no
9641,877,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
9642,1035,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
9643,1913,just getting by,poor,only fair,no,yes,no,yes,yes,no,no,yes,no,no
9644,815,living comfortably,excellent,good,no,yes,yes,no,no,no,no,no,no,no
9645,910,doing okay,only fair,good,yes,yes,no,yes,yes,no,no,no,no,no
9646,2957,doing okay,poor,poor,yes,yes,yes,no,no,no,no,no,no,no
9647,826,finding it difficult to get by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
9648,1076,just getting by,only fair,good,no,yes,no,no,yes,no,no,no,no,no
9649,3782,living comfortably,good,good,yes,no,no,no,no,yes,no,no,no,no
9650,1110,finding it difficult to get by,poor,poor,no,yes,no,no,no,no,no,no,no,yes
9651,1304,living comfortably,good,good,yes,no,no,yes,yes,no,yes,no,no,no
9652,3623,doing okay,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
9653,2138,doing okay,good,good,no,no,yes,no,yes,no,no,no,no,no
9654,1569,just getting by,only fair,only fair,yes,yes,no,no,yes,no,yes,no,yes,yes
9655,1173,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
9656,986,doing okay,good,good,yes,yes,no,no,no,no,no,no,no,yes
9657,4176,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9658,731,doing okay,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
9659,3633,just getting by,only fair,poor,yes,no,no,yes,no,no,no,no,no,no
9660,4936,just getting by,good,good,yes,yes,no,no,yes,no,no,no,no,no
9661,703,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
9662,655,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
9663,643,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9664,2583,doing okay,good,only fair,yes,no,no,yes,yes,yes,yes,no,no,no
9665,777,doing okay,poor,poor,yes,no,yes,no,yes,no,no,no,no,no
9666,5590,doing okay,good,good,no,no,no,no,no,no,yes,no,yes,no
9667,1694,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9668,1630,just getting by,good,good,no,no,no,no,no,no,yes,no,no,no
9669,2484,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
9670,1239,just getting by,good,good,no,no,yes,no,no,no,no,no,no,no
9671,860,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9672,14472,doing okay,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
9673,2211,just getting by,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9674,1657,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,yes
9675,874,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9676,867,doing okay,excellent,excellent,yes,yes,no,yes,no,no,no,no,no,no
9677,1870,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9678,844,just getting by,excellent,excellent,no,yes,no,yes,no,no,no,no,no,no
9679,1104,living comfortably,good,excellent,no,no,no,no,yes,no,no,no,no,no
9680,918,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9681,1322,just getting by,poor,poor,no,yes,no,yes,no,no,no,no,no,no
9682,938,doing okay,good,only fair,yes,yes,yes,no,yes,no,no,no,no,no
9683,2225,doing okay,good,poor,no,yes,yes,yes,yes,no,no,no,yes,no
9684,1814,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
9685,1670,doing okay,excellent,good,no,yes,no,no,no,no,no,no,no,yes
9686,1042,doing okay,good,good,yes,yes,no,no,no,no,yes,yes,yes,no
9687,1016,doing okay,poor,poor,yes,no,no,no,yes,no,no,no,no,no
9688,1403,living comfortably,good,good,no,yes,no,no,yes,no,no,no,no,no
9689,1499,just getting by,only fair,good,yes,yes,no,no,no,no,no,no,no,yes
9690,3869,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9691,2341,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9692,1974,just getting by,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
9693,698,doing okay,poor,only fair,yes,no,no,no,no,no,no,no,no,yes
9694,810,living comfortably,poor,good,no,yes,no,no,no,no,yes,no,no,no
9695,806,just getting by,only fair,only fair,yes,no,no,no,yes,no,yes,no,yes,no
9696,3996,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9697,694,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9698,802,doing okay,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
9699,1369,finding it difficult to get by,only fair,poor,no,yes,no,yes,no,no,no,no,yes,no
9700,1052,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9701,2556,finding it difficult to get by,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9702,1810,doing okay,poor,good,no,no,no,no,yes,no,no,no,no,no
9703,2270,living comfortably,only fair,only fair,no,no,no,no,yes,no,yes,no,yes,no
9704,1442,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9705,859,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9706,1426,just getting by,good,good,yes,yes,no,no,yes,no,no,no,no,no
9707,2187,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9708,1857,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
9709,1250,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9710,766,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9711,1286,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9713,880,living comfortably,only fair,poor,no,no,no,yes,no,no,no,no,no,no
9714,974,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9715,921,just getting by,only fair,only fair,no,yes,no,no,no,no,no,no,yes,no
9716,946,just getting by,good,good,yes,yes,no,no,yes,yes,yes,no,no,no
9717,1299,just getting by,good,good,yes,no,no,no,no,no,no,no,no,yes
9718,1031,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9719,1529,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9720,1344,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9721,931,doing okay,only fair,poor,no,no,yes,no,yes,no,no,no,no,no
9722,825,just getting by,good,good,no,yes,no,no,no,no,no,no,no,yes
9723,870,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
9724,767,just getting by,good,good,no,no,no,no,yes,no,no,no,no,no
9725,1436,doing okay,poor,only fair,yes,no,no,no,yes,no,no,no,no,no
9726,781,living comfortably,excellent,good,yes,no,yes,no,yes,no,no,no,no,no
9727,4452,just getting by,only fair,good,yes,yes,no,no,yes,no,no,no,no,no
9728,859,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9729,2990,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9730,1310,just getting by,only fair,poor,no,yes,no,no,no,no,yes,no,no,no
9731,1425,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
